@relation FicherosArff/frutasTest
@attribute hu1 numeric
@attribute hu2 numeric
@attribute hu3 numeric
@attribute hu4 numeric
@attribute hu5 numeric
@attribute hu6 numeric
@attribute hu7 numeric
@attribute h numeric
@attribute s numeric
@attribute v numeric
@attribute tipo {Cactus_fruit, coco, fresa, kaki, limon, manzana, melocoton, melon, naranja, pera, platano, tomate}
@data
0.19468002142427632, 0.010711867838029153, 0.0006919344908160104, 0.00011372580645179, 3.0284587446714516e-08, 1.0726624301004956e-05, 1.002975448985435e-08, 43.73411534701857, 59.224237746044, 81.28627450980392, Cactus_fruit
0.19347717003417006, 0.010301332153195824, 0.000664554547737186, 0.00010519414266677412, 2.6392345051937952e-08, 9.732464876775784e-06, 8.776346579175685e-09, 43.76351351351351, 58.22187254130606, 79.74901960784314, Cactus_fruit
0.20017889394580365, 0.012658354032621152, 0.0008656383681340894, 0.0001733641744762414, 6.60782723932199e-08, 1.8851679288212417e-05, -1.2002366268367225e-08, 45.91022443890276, 41.12820512820513, 91.76470588235294, Cactus_fruit
0.19345697437941806, 0.010291772549032642, 0.0006656501125637262, 0.00010500993303631424, 2.6328037109878323e-08, 9.704318581440485e-06, 8.810583616489521e-09, 43.85416666666666, 57.25646123260437, 78.90196078431372, Cactus_fruit
0.2000332634836933, 0.012699164570996934, 0.0008345368371148243, 0.00016555975805643988, 6.066080032340243e-08, 1.810466352742198e-05, -1.0363118720456342e-08, 47.03415623943186, 51.20346320346321, 90.58823529411765, Cactus_fruit
0.20017036117392714, 0.012794734957530023, 0.00081448738044335, 0.00016217468981692261, 5.810845605219753e-08, 1.7814909736557105e-05, -9.871044553236584e-09, 46.73455978975034, 52.77392510402219, 90.47843137254901, Cactus_fruit
0.20014269821917505, 0.012818607088666098, 0.0008031732581997401, 0.00015894855096358, 5.604082086774028e-08, 1.7519374753607625e-05, -9.208260866495702e-09, 46.45598194130926, 53.874218207088255, 90.29019607843138, Cactus_fruit
0.20047617349520205, 0.012980790218344878, 0.0007961757800574744, 0.00015858256473865555, 5.560553478913328e-08, 1.757958254165882e-05, -9.124424481355426e-09, 45.85536795157693, 54.68641114982577, 90.0392156862745, Cactus_fruit
0.20060330561981687, 0.01305451750731598, 0.0007889650862417644, 0.00015706543104377426, 5.463312115828123e-08, 1.751149464352716e-05, -8.500087058019541e-09, 45.65422026984625, 55.60984121444774, 89.89803921568628, Cactus_fruit
0.20080254394044084, 0.013167082742880197, 0.0007801613853353946, 0.00015535187581835805, 5.345804250126285e-08, 1.7411737599764493e-05, -8.203179016029064e-09, 45.408882082695264, 57.12036389083275, 89.66274509803921, Cactus_fruit
0.2007360082224658, 0.013168651611939731, 0.0007693260027232677, 0.000152366346845697, 5.156694769473318e-08, 1.7082823956830814e-05, -7.883980060807868e-09, 44.9311716121138, 57.360940515879975, 89.39607843137254, Cactus_fruit
0.20075679508472377, 0.01317512256490851, 0.0007710072934972682, 0.0001530515670723799, 5.203210868624834e-08, 1.7203907058387833e-05, -7.54153316448175e-09, 43.98654845612964, 57.446434843695116, 89.31764705882352, Cactus_fruit
0.20079490509927866, 0.013219967075077485, 0.0007650330561124943, 0.0001510343128091675, 5.087969957611683e-08, 1.7060891972539862e-05, -6.857369252553398e-09, 44.01459854014598, 57.96897038081805, 88.97254901960784, Cactus_fruit
0.20088867731193022, 0.01328845363962184, 0.0007584303890735251, 0.00014951656499782357, 4.992741909244005e-08, 1.694215187474891e-05, -6.5027738279921636e-09, 43.66453965360074, 58.14487632508833, 88.7843137254902, Cactus_fruit
0.20188108038832087, 0.013692777767691048, 0.0007685382199355393, 0.00015300868666425456, 5.213660682266162e-08, 1.7696913325366628e-05, -5.901008861520542e-09, 42.39595719381689, 59.466148135053906, 88.73725490196078, Cactus_fruit
0.20210116634077077, 0.013792833241391378, 0.0007669985179708373, 0.00015232734372525, 5.177359272830709e-08, 1.7709802586276087e-05, -5.5214531182520495e-09, 41.95829555757026, 58.763985082578586, 88.3294117647059, Cactus_fruit
0.2019734892535099, 0.013777125829914787, 0.0007492413605297709, 0.00014854020246048014, 4.9290226400259416e-08, 1.727154252271052e-05, -5.104099678757769e-09, 41.761719916392956, 59.4321206743567, 88.3921568627451, Cactus_fruit
0.20180947011624334, 0.013725669996764207, 0.0007425971535237809, 0.0001470245609868318, 4.832145430876615e-08, 1.7058131430971207e-05, -5.009647028354637e-09, 41.24321062160531, 58.978465919202705, 88.14117647058823, Cactus_fruit
0.20192276887683472, 0.01378025302803661, 0.0007437001992600891, 0.00014722590780682536, 4.8498125211483446e-08, 1.7140982110386318e-05, -4.606606056032171e-09, 40.62307217766811, 57.830895469140216, 87.9372549019608, Cactus_fruit
0.2020304112583498, 0.013812931807227593, 0.0007524738780228027, 0.00014915477253585297, 4.979772930595515e-08, 1.7420589053048807e-05, -4.13475105164442e-09, 40.49436795994994, 57.286252016490415, 87.51372549019608, Cactus_fruit
0.20172147578924546, 0.013744476994076193, 0.0007322568981890706, 0.00014386403680355142, 4.655892853405357e-08, 1.6777979624723546e-05, -3.547671603119843e-09, 39.89095574085954, 56.018684872439806, 87.30980392156862, Cactus_fruit
0.2017314495870952, 0.01373129099049768, 0.0007405384751491785, 0.00014525556464693067, 4.749245016383126e-08, 1.691710728414563e-05, -3.748283073922741e-09, 39.94848679974243, 56.064981949458485, 86.90196078431373, Cactus_fruit
0.2024595333183885, 0.014042423554503037, 0.0007363860118679695, 0.0001461185418304442, 4.7828552077229474e-08, 1.7249893440614863e-05, -3.122457511923558e-09, 39.62264150943396, 55.698496104366725, 86.57254901960783, Cactus_fruit
0.202714322147857, 0.014119154796828869, 0.0007485640765606228, 0.00014975086890324483, 5.003503962265528e-08, 1.772723478237405e-05, -3.2142416314621537e-09, 39.18043621943159, 54.9981824790985, 86.30588235294118, Cactus_fruit
0.20298290702258073, 0.014258526793656615, 0.0007373867562223413, 0.0001483267425803169, 4.895595598039137e-08, 1.7646309708649856e-05, -3.1042235663436514e-09, 39.010880316518296, 55.16551473263005, 86.24313725490195, Cactus_fruit
0.20301193117845848, 0.014265257724965645, 0.0007434450576763332, 0.0001493604182295658, 4.971028651594676e-08, 1.7799693107786697e-05, -2.4607526772534222e-09, 38.88999008919723, 55.16675779114269, 86.07058823529411, Cactus_fruit
0.20315445299283513, 0.014322057635411717, 0.0007466260571320809, 0.00014993003573748035, 5.0103421037665074e-08, 1.790445212319871e-05, -2.446585471329019e-09, 38.82905447714465, 58.788882753543156, 85.2235294117647, Cactus_fruit
