@relation FicherosArff/frutasTestCompleto
@attribute hu1 numeric
@attribute hu2 numeric
@attribute hu3 numeric
@attribute hu4 numeric
@attribute hu5 numeric
@attribute hu6 numeric
@attribute hu7 numeric
@attribute h numeric
@attribute s numeric
@attribute v numeric
@attribute tipo {Apple_Braeburn, Apple_Golden_1, Apple_Golden_2, Apple_Golden_3, Apple_Granny_Smith, Apple_Red_1, Apple_Red_2, Apple_Red_3, Apple_Red_Delicious, Apple_Red_Yellow, Apricot, Avocado, Avocado_ripe, Banana, Banana_Red, Cactus_fruit, Cantaloupe_1, Cantaloupe_2, Carambula, Cherry_1, Cherry_2, Cherry_Rainier, Cherry_Wax_Black, Cherry_Wax_Red, Cherry_Wax_Yellow, Clementine, Cocos, Dates, Granadilla, Grape_Pink, Grape_White, Grape_White_2, Grapefruit_Pink, Grapefruit_White, Guava, Huckleberry, Kaki, Kiwi, Kumquats, Lemon, Lemon_Meyer, Limes, Lychee, Mandarine, Mango, Maracuja, Melon_Piel_de_Sapo, Mulberry, Nectarine, Orange, Papaya, Passion_Fruit, Peach, Peach_Flat, Pear, Pear_Abate, Pear_Monster, Pear_Williams, Pepino, Physalis, Physalis_with_Husk, Pineapple, Pineapple_Mini, Pitahaya_Red, Plum, Pomegranate, Quince, Rambutan, Raspberry, Salak, Strawberry, Strawberry_Wedge, Tamarillo, Tangelo, Tomato_1, Tomato_2, Tomato_3, Tomato_4, Tomato_Cherry_Red, Tomato_Maroon, Walnut}
@data
0.16024854618793072, 0.00018334241468483863, 8.218551540980415e-06, 2.9397377637631106e-08, -9.123553540873308e-15, -3.5292858347310523e-10, 1.1205187799925414e-14, 20.063972084908404, 75.08733624454148, 71.84313725490196, Apple_Braeburn
0.16026635164950165, 0.00018272810551522425, 6.889421423798981e-06, 2.2977600158444356e-08, -5.950089381685311e-15, -2.8109142122623635e-10, 6.9408469456000444e-15, 18.856645385954728, 76.10424028268552, 71.02745098039216, Apple_Braeburn
0.16025966772086608, 0.00018244769763544295, 7.708661057066652e-06, 2.723901527783338e-08, -1.0078982154071357e-14, -3.5174306593570296e-10, 7.362675554684266e-15, 16.8470312957005, 76.01156069364163, 70.55686274509803, Apple_Braeburn
0.1602459190155269, 0.00018187642878660123, 6.615770628197747e-06, 2.2527356860094997e-08, -6.939684536918583e-15, -2.897014270025384e-10, 5.2415406848848155e-15, 15.353300378016868, 77.35042735042735, 69.74117647058824, Apple_Braeburn
0.16027887778245925, 0.0001834647822809061, 5.203207940853499e-06, 1.6840847425996804e-08, -3.8322313090754465e-15, -2.1540867199806074e-10, 3.1884319432804852e-15, 13.366164542294316, 78.41890049977283, 69.05098039215687, Apple_Braeburn
0.16024397413521363, 0.00018066981642326341, 4.878252083917514e-06, 1.6744329895221082e-08, -3.800423483544738e-15, -2.1161218004112478e-10, 2.9083453260935238e-15, 11.570055345179139, 79.57811775614279, 67.67058823529412, Apple_Braeburn
0.16022960932181055, 0.00019744335170822895, 7.492496649173595e-06, 2.2229461697647948e-08, -5.524159445166697e-15, -2.908199654365666e-10, 7.196265156159548e-15, 10.651607298001739, 79.16093535075653, 68.4235294117647, Apple_Braeburn
0.16025175985237977, 0.0001617202025281944, 3.5847890892528953e-06, 1.700323182283156e-08, 3.202559630409839e-16, -1.0333869603857934e-10, 4.185636315770128e-15, 0.2873759835785128, 87.46259724715739, 52.42352941176471, Apple_Braeburn
0.16026971514635077, 0.00016231261918711197, 4.112482508527774e-06, 1.9810570145563492e-08, -7.472331876015232e-16, -1.4465114839704117e-10, 5.604952861489456e-15, 359.93829276654094, 87.38765727980827, 52.360784313725496, Apple_Braeburn
0.16030328682151704, 0.00016569869015433048, 3.888109481528201e-06, 2.0534065548642763e-08, -1.5721906207351435e-15, -1.5831567076690882e-10, 5.5849825929038055e-15, 0.0, 87.43218806509945, 52.04705882352941, Apple_Braeburn
0.16029525255544144, 0.00016586478202262897, 3.6945400159744317e-06, 2.1279957611337935e-08, 5.687612306524105e-16, -1.0574316424064042e-10, 5.939559543982952e-15, 359.5890410958904, 88.4312537855845, 51.79607843137255, Apple_Braeburn
0.16028139417534892, 0.00016158508795929713, 3.6519052169573518e-06, 2.0063033102283506e-08, -8.552641185325212e-16, -1.3420896713642478e-10, 5.362915775465015e-15, 0.020682523267834263, 89.23408182097815, 50.99607843137255, Apple_Braeburn
0.16029170689715866, 0.00016393471575465224, 3.889638789202347e-06, 2.0488493306032623e-08, -1.912294073570942e-15, -1.6112839208479828e-10, 5.458613393191938e-15, 359.7334244702666, 90.00307597662258, 50.99607843137255, Apple_Braeburn
0.16028014624751302, 0.00016058417729591554, 3.963365491347879e-06, 2.170025049252151e-08, -1.9785049788314698e-15, -1.5835858056693338e-10, 6.048622130567797e-15, 359.62937542896367, 90.52500776638708, 50.49411764705882, Apple_Braeburn
0.1603133411146128, 0.00015954855248338757, 4.467716587732246e-06, 2.4349123326353124e-08, -4.7567862329662744e-15, -2.1063967718991684e-10, 6.470657149661206e-15, 359.87841945288756, 90.68912710566616, 51.2156862745098, Apple_Braeburn
0.16030239366728755, 0.00013312615035050888, 8.649446695145166e-06, 3.374874214993599e-08, -6.046131584202677e-15, -2.795569879589278e-10, 1.7202351698225367e-14, 21.222091656874262, 74.50207922959072, 71.67058823529412, Apple_Braeburn
0.16030886404100708, 0.0001598796152522126, 5.47432364480484e-06, 2.9587023488404094e-08, -8.103844297143756e-15, -2.7010623117926815e-10, 8.724334774403225e-15, 359.8382749326146, 90.15795868772783, 51.63921568627451, Apple_Braeburn
0.1603271436852738, 0.00016162424698007585, 6.158142464176253e-06, 3.41134758948734e-08, -1.1688467816081237e-14, -3.263639461953342e-10, 1.0385128296819323e-14, 0.0, 89.84375, 52.20392156862745, Apple_Braeburn
